date,district,latitude,longitude,altitude,precision,well_type,measurement_point_cm,Measurement_of_tape_ent_point_MP_in_m,gw_level_from_mp,mp_in_m,gw_level,fid,well_no
2021-06-03,Banke,28.111471,81.5216667,86.16032390753342,4.803,sw,23,8.0,5.9,0.23,5.67,221,bk-sw-19_1
2021-06-05,Banke,28.1873063,81.6300652,106.36601218002876,4.854,sw,65,5.0,2.56,0.65,1.91,232,bk-sw-04
2021-06-05,Banke,28.0812217,81.6450477,88.47714876386338,4.803,sw,54,5.0,3.55,0.54,3.01,226,bk-sw-24_1
2021-06-05,Banke,28.0928325,81.6477812,103.08150843363556,4.854,sw,15,4.1,3.5999999999999996,0.15,3.45,227,bk-sw-07_1
2021-06-05,Banke,28.1317499,81.6588235,106.53494205818672,4.551,sw,45,5.0,2.15,0.45,1.7,228,bk-sw-06_1
2021-06-05,Banke,28.1961552,81.7119906,96.80919197738407,15.17,sw,20,5.0,3.4,0.2,3.2,229,bk-sw-01
2021-06-05,Banke,28.2064948,81.6307426,110.27958693388672,4.551,sw,40,9.0,7.6,0.4,7.2,230,bk-sw-03
2021-06-05,Banke,28.192112,81.5747878,90.66314017084501,4.803,sw,29,5.0,3.4,0.29,3.11,231,bk-sw-05_1
2021-06-07,Bardiya,28.1896926,81.3836599,97.53402704542424,4.854,sw,30,6.0,5,0.3,4.7,241,
2021-06-07,Bardiya,28.1880287,81.47992,93.21758807496238,4.854,sw,40,5.0,4,0.4,3.6,240,
2021-06-07,Bardiya,28.165612,81.5008629,92.75949082181221,4.803,sw,70,7.0,5.1,0.7,4.4,239,
2021-06-07,Bardiya,28.1463227,81.4792319,93.19272856470515,4.803,sw,30,8.0,6,0.3,5.7,238,
2021-06-07,Bardiya,28.1487553,81.4969459,96.17835771416038,4.803,sw,40,6.0,5,0.4,4.6,237,
2021-06-07,Bardiya,28.247492,81.3080601,113.68960467056324,4.854,sw,50,6.0,4,0.5,3.5,243,
2021-06-07,Bardiya,28.3287566,81.2715499,122.39451065462401,4.551,sw,10,5.0,4,0.1,3.9,245,
2021-06-07,Bardiya,28.1691826,81.3378217,81.71405467671278,4.854,sw,40,5.0,4,0.4,3.6,242,
2021-06-07,Bardiya,28.2795966,81.2629383,91.36498346296538,4.803,sw,40,14.0,12,0.4,11.6,244,
2021-06-09,Bardiya,28.2365263,81.5477659,97.19428848003315,4.803,sw,0,4.0,3,0,3,246,
2021-06-09,Bardiya,28.2490923,81.5849372,107.94908762650178,4.803,sw,40,6.0,5,0.4,4.6,247,
2021-06-09,Bardiya,28.2283599,81.5671117,92.64919927846016,4.854,sw,10,8.0,5.2,0.1,5.1,248,
2021-06-09,Bardiya,28.2897996,81.4420531,106.68836321354627,4.854,sw,32,5.0,3.8,0.32,3.48,249,
2021-06-09,Bardiya,28.3512265,81.4297433,134.99947791481347,4.854,sw,40,6.0,5,0.4,4.6,250,
2021-06-09,Bardiya,28.3062454,81.3597585,93.08310155628344,4.854,sw,60,5.0,3.5,0.6,2.9,298,
2021-06-09,Bardiya,28.306207,81.3597747,97.58736990423863,4.854,sw,75,6.0,4,0.75,3.25,252,
2021-06-09,Bardiya,28.3062446,81.3597735,102.69642601630953,4.551,sw,45,7.0,6,0.45,5.55,251,
2021-06-11,Bardiya,28.0731317,81.5541922,88.77808298150909,4.803,sw,60,6.0,4.5,0.6,3.9,255,
2021-06-11,Bardiya,28.0731963,81.5542336,82.99851946835179,4.551,sw,55,4.0,2.6,0.55,2.05,254,
2021-06-11,Bardiya,28.0731609,81.55413,78.93413194970529,4.854,sw,10,4.0,2.5,0.1,2.4,253,
2021-06-22,Banke,28.0151419,81.6543268,73.21900264738026,4.984,sw,60,5.0,2.78,0.6,2.18,257,bk-sw-09_1
2021-06-22,Banke,28.0242235,81.6002958,97.83926275502972,4.551,sw,50,7.0,5.8,0.5,5.3,256,bk-sw-11_1
2021-06-22,Banke,28.0019837,81.6524184,83.12032862387017,4.803,sw,40,6.0,4.6,0.4,4.2,0,bk-sw-29
2021-06-23,Banke,28.0812159,81.6450163,97.02639652859702,4.551,sw,54,5.0,2.3,0.54,1.76,2,bk-sw-24_1
2021-06-23,Banke,28.0928993,81.6478289,102.18535161537388,4.803,sw,15,2.95,2.45,0.15,2.3,1,bk-sw-07_1
2021-06-25,Banke,27.9833291,81.7133238,81.77689259407666,4.551,sw,70,5.0,2.69,0.7,1.99,5,bk-sw-10_1
2021-06-25,Banke,28.0285301,81.6946952,84.90758921997094,4.551,sw,55,6.0,4.8,0.55,4.25,4,bk-sw-30
